full_name,final_score,occupation,city,state,state_id,archive_info,date,dt_indx,winner_flg
Rob Russell,22800,a tutoring and testing director,Johnson City,Tennessee,TN,J! Archive - Show #7180,11/27/15,1,1
Rob Russell,20800,a tutoring and testing director,Johnson City,Tennessee,TN,J! Archive - Show #7179,11/26/15,3,1
Elaine Baker,3399,a home health caregiver,Garland,Texas,TX,J! Archive - Show #7181,11/30/15,2,0
Julie Adair,200,a virtual assistant,Panama City,Florida,FL,J! Archive - Show #7178,11/25/15,1,0
Julie Adair,20000,a virtual assistant,Panama City,Florida,FL,J! Archive - Show #7177,11/24/15,2,1
Kerry Greene,4700,a volunteer CASA guardian ad litem,Manchester,New Hampshire,NH,J! Archive - Show #7175,11/20/15,3,0
Kerry Greene,3400,a volunteer CASA guardian ad litem,Manchester,New Hampshire,NH,J! Archive - Show #7174,11/19/15,3,0
Kerry Greene,12800,a volunteer CASA guardian ad litem,Manchester,New Hampshire,NH,J! Archive - Show #7171,11/16/15,1,1
Kerry Greene,22000,a volunteer CASA guardian ad litem,Manchester,New Hampshire,NH,J! Archive - Show #7169,11/12/15,1,1
Kerry Greene,1,a volunteer guardian ad litem,Manchester,New Hampshire,NH,J! Archive - Show #7044,4/9/15,1,0
Kerry Greene,20000,a volunteer guardian ad litem,Manchester,New Hampshire,NH,J! Archive - Show #7043,4/8/15,1,1
Kerry Greene,36998,a volunteer guardian ad litem,Manchester,New Hampshire,NH,J! Archive - Show #7042,4/7/15,1,1
Kerry Greene,23600,a volunteer guardian ad litem,Manchester,New Hampshire,NH,J! Archive - Show #7041,4/6/15,1,1
Kerry Greene,23198,a volunteer guardian ad litem,Manchester,New Hampshire,NH,J! Archive - Show #7040,4/3/15,1,1
Kerry Greene,23601,a volunteer guardian ad litem,Manchester,New Hampshire,NH,J! Archive - Show #7039,4/2/15,1,1
Kerry Greene,19201,a volunteer guardian ad litem,Manchester,New Hampshire,NH,J! Archive - Show #7038,4/1/15,2,1
Lily Foss,600,a future law student,Manchester,New Hampshire,NH,J! Archive - Show #7014,2/26/15,2,0
Jennifer Giles,3800,a third grade teacher,Longmont,Colorado,CO,J! Archive - Show #7168,11/11/15,3,0
Jennifer Giles,6400,a third grade teacher,Longmont,Colorado,CO,J! Archive - Show #7005,2/13/15,3,1
Jennifer Giles,22400,a third grade teacher,Longmont,Colorado,CO,J! Archive - Show #7004,2/12/15,3,1
Jennifer Giles,14400,a third grade teacher,Longmont,Colorado,CO,J! Archive - Show #7002,2/10/15,1,1
Jennifer Giles,18800,a third grade teacher,Longmont,Colorado,CO,J! Archive - Show #6999,2/5/15,2,1
Catherine Hardee,17600,an aspiring teacher,Kinston,North Carolina,NC,J! Archive - Show #7166,11/9/15,3,1
Catherine Hardee,11199,a hotel front desk clerk and recent college graduate,Kinston,North Carolina,NC,J! Archive - Show #6906,9/29/14,1,0
Catherine Hardee,36400,a hotel front desk clerk and recent college graduate,Kinston,North Carolina,NC,J! Archive - Show #6905,9/26/14,1,1
Catherine Hardee,30801,a hotel front desk clerk and recent college graduate,Kinston,North Carolina,NC,J! Archive - Show #6904,9/25/14,1,1
Catherine Hardee,15599,a hotel front desk clerk and recent college graduate,Kinston,North Carolina,NC,J! Archive - Show #6903,9/24/14,1,1
Catherine Hardee,15599,a hotel front desk clerk and recent college graduate,Kinston,North Carolina,NC,J! Archive - Show #6903,9/24/14,1,1
Catherine Hardee,12401,a hotel front desk clerk and recent college graduate,Kinston,North Carolina,NC,J! Archive - Show #6902,9/23/14,2,1
Ken Hill,15599,a nuclear power plant inspector,Mauldin,South Carolina,SC,J! Archive - Show #7164,11/5/15,3,0
Ryan Mewett,27600,a Naval officer originally,Plano,Texas,TX,J! Archive - Show #7163,11/4/15,1,0
Ryan Mewett,28801,a Naval officer originally,Plano,Texas,TX,J! Archive - Show #7162,11/3/15,2,1
Natalie Kistner,4399,a director of business development,Plano,Texas,TX,J! Archive - Show #7015,2/27/15,2,1
Katie Walker,12300,a biomedical science teacher,Chapel Hill,North Carolina,NC,J! Archive - Show #7161,11/2/15,1,0
Katie Walker,5000,a biomedical science teacher,Chapel Hill,North Carolina,NC,J! Archive - Show #7160,10/30/15,2,1
Damien Martin,-1000,a travel adviser,Overland Park,Kansas,KS,J! Archive - Show #7159,10/29/15,2,0
Dean Meyer,24000,a scientific editor,Winder,Georgia,GA,J! Archive - Show #7152,10/20/15,1,1
Dean Meyer,24000,a scientific editor,Winder,Georgia,GA,J! Archive - Show #7152,10/20/15,1,1
Matt Akridge,200,a program analyst originally,Hardinsburg,Kentucky,KY,J! Archive - Show #7150,10/16/15,3,0
Austin Roberts,200,a program analyst originally,Spring,Texas,TX,J! Archive - Show #7019,3/5/15,2,0
Sally Hatfield,0,an English as a second language instructor originally,Lakeview,Michigan,MI,J! Archive - Show #7148,10/14/15,3,0
Victor Quillen,14001,a career counselor,Kingsport,Tennessee,TN,J! Archive - Show #7146,10/12/15,3,1
Ben Rudd,5100,a client service specialist,Minneola,Florida,FL,J! Archive - Show #7141,10/5/15,2,0
Greg Vinton,1399,a ranch hand,North Platte,Nebraska,NE,J! Archive - Show #7139,10/1/15,2,0
Samantha Budesa,3199,a billing coordinator,Cookeville,Tennessee,TN,J! Archive - Show #7138,9/30/15,3,1
Kyle Baum,0,an M.B.A. candidate originally,Wildwood,Missouri,MO,J! Archive - Show #7134,9/24/15,2,0
Austin Yates,18600,a traffic engineer,Bellevue,Nebraska,NE,J! Archive - Show #7133,9/23/15,2,0
Tina Uihlein,8600,a table game dealer originally,Ballwin,Missouri,MO,J! Archive - Show #7130,9/18/15,3,0
Audrey Watkins-Fox,1600,a mortgage coordinator originally,Lockport,New York,NY,J! Archive - Show #7129,9/17/15,1,0
Audrey Watkins-Fox,7600,a mortgage coordinator originally,Lockport,New York,NY,J! Archive - Show #7128,9/16/15,1,1
Audrey Watkins-Fox,25400,a mortgage coordinator originally,Lockport,New York,NY,J! Archive - Show #7127,9/15/15,3,1
Andy Anderson,0,a high school math teacher originally,Batavia,Illinois,IL,J! Archive - Show #7127,9/15/15,2,0
Jennifer Morgan,14,an editorial project manager,Southampton,New York,NY,J! Archive - Show #7123,7/29/15,2,0
Melissa Hodges,5800,a part-time mechanical engineer and full-time mom,Allen,Texas,TX,J! Archive - Show #7122,7/28/15,3,0
Val Hannon,0,a library circulation clerk,Allen,Texas,TX,J! Archive - Show #6977,1/6/15,3,0
Mary Ciconte,0,an executive administrator,Lombard,Illinois,IL,J! Archive - Show #7116,7/20/15,3,0
Lawrence Dernulc,4399,a business manager originally,Salisbury,Maryland,MD,J! Archive - Show #7115,7/17/15,2,0
Christianne Gadd,0,an adjunct professor of history and American studies,Bethlehem,Pennsylvania,PA,J! Archive - Show #7114,7/16/15,3,0
Phil Salathé,17999,a teacher and composer,Rocky Point,New York,NY,J! Archive - Show #7112,7/14/15,1,0
Phil Salathé,22600,a teacher and composer,Rocky Point,New York,NY,J! Archive - Show #7111,7/13/15,2,1
Val Narehood,0,a theater technician,Tyrone,Pennsylvania,PA,J! Archive - Show #7112,7/14/15,3,0
Kathy Riley,7799,a retired college professor,Winter Haven,Florida,FL,J! Archive - Show #7110,7/10/15,1,0
Kathy Riley,8401,a retired college professor,Winter Haven,Florida,FL,J! Archive - Show #7109,7/9/15,2,1
Alex Sventeckis,6800,a senior at Ball State University,Fishers,Indiana,IN,J! Archive - Show #6775,2/14/14,3,1
Adrian Perez,7000,a music minister,Suwanee,Georgia,GA,J! Archive - Show #7102,6/30/15,3,0
Amanda Mough,99,a sales associate,McKeesport,Pennsylvania,PA,J! Archive - Show #7101,6/29/15,3,0
Chad Capule,11000,an I.T.  applications director,Cheverly,Maryland,MD,J! Archive - Show #7095,6/19/15,2,0
Jennifer Shepherd,23500,a quality improvement specialist originally,Port Orange,Florida,FL,J! Archive - Show #7095,6/19/15,3,0
Mike Luca,1226,a sales coordinator,Westbrook,Maine,ME,J! Archive - Show #7090,6/12/15,2,0
Phil Arevalo,10800,a Ph.D. candidate in microbiology originally,Springfield,Virginia,VA,J! Archive - Show #7088,6/10/15,1,0
Phil Arevalo,23600,a Ph.D. candidate in microbiology originally,Springfield,Virginia,VA,J! Archive - Show #7087,6/9/15,2,1
Martha Holland,3200,a school administrator,Newtown,Pennsylvania,PA,J! Archive - Show #7088,6/10/15,2,0
Holly Cooper,5900,a junior project manager,Henderson,Nevada,NV,J! Archive - Show #7087,6/9/15,3,0
Jami Griffeth,1000,a character trainer originally,Lindenhurst,Illinois,IL,J! Archive - Show #7084,6/4/15,1,0
Jami Griffeth,11000,a character trainer originally,Lindenhurst,Illinois,IL,J! Archive - Show #7083,6/3/15,3,1
Autumn Swinford,0,a major in the U.S. Marine Corps originally,Fredericktown,Missouri,MO,J! Archive - Show #7080,5/29/15,2,1
Melissa Lake,1,a special education teacher,Reading,Pennsylvania,PA,J! Archive - Show #7075,5/22/15,2,0
Becky Schiavo,8399,a college administrator,Warwick,New York,NY,J! Archive - Show #7073,5/20/15,2,0
Louis Virtel,1199,a journalist and comic originally,Lemont,Illinois,IL,J! Archive - Show #7065,5/8/15,3,1
Scott Ylinen,4799,a draftsman and college student,Morgantown,West Virginia,WV,J! Archive - Show #7064,5/7/15,1,1
Scott Ylinen,19050,a draftsman and college student,Morgantown,West Virginia,WV,J! Archive - Show #7063,5/6/15,1,1
Scott Ylinen,21150,a draftsman and college student,Morgantown,West Virginia,WV,J! Archive - Show #7062,5/5/15,1,1
Scott Ylinen,22505,a draftsman and college student,Morgantown,West Virginia,WV,J! Archive - Show #7061,5/4/15,3,1
Emily Bialowas,300,an environmental educator originally,Ardsley,New York,NY,J! Archive - Show #7064,5/7/15,2,0
Salvatore Parente,9201,a glazier,Sunrise,Florida,FL,J! Archive - Show #7057,4/28/15,2,0
Tim Giauque,9599,a mechanical design engineer,Waynesboro,Pennsylvania,PA,J! Archive - Show #7056,4/27/15,3,0
Chip Brookes,21601,a filmmaker and writer originally,Fairbanks,Alaska,AK,J! Archive - Show #7055,4/24/15,2,0
Erin Steinhart,10000,a clinical research coordinator originally,Worcester,Massachusetts,MA,J! Archive - Show #7049,4/16/15,3,0
Scott Blish,7200,a technical writer and stay-at-home dad originally,Elmira Heights,New York,NY,J! Archive - Show #7050,4/17/15,3,0
Dane Walker,11300,a courier,Flint,Michigan,MI,J! Archive - Show #7049,4/16/15,2,0
Laura Kohlenberg,100,a global talent management associate originally,Pemberville,Ohio,OH,J! Archive - Show #7045,4/10/15,2,0
Jan Schwartzberg,14798,an information manager,Ithaca,New York,NY,J! Archive - Show #7042,4/7/15,2,0
Niels Hirschmann,23600,a commercial property manager,Belmont,California,CA,J! Archive - Show #7039,4/2/15,3,0
Tim Hague,19999,a tech support retiree,Flower Mound,Texas,TX,J! Archive - Show #7033,3/25/15,3,0
Nate Burgan,8600,a research manager,Oak Park,Michigan,MI,J! Archive - Show #7031,3/23/15,2,0
Lesley Cooksey,1,a health care subject matter expert,Springfield,Missouri,MO,J! Archive - Show #7030,3/20/15,2,0
Darren Shea,13800,a network administrator,Kyle,Texas,TX,J! Archive - Show #7026,3/16/15,3,0
Rachael Sims,0,a law school graduate,Sullivan,Illinois,IL,J! Archive - Show #7021,3/9/15,1,0
Rachael Sims,21500,a law school graduate,Sullivan,Illinois,IL,J! Archive - Show #7020,3/6/15,3,1
Laura Lorson,7200,a newscaster and editor,Perry,Kansas,KS,J! Archive - Show #7020,3/6/15,1,0
Laura Lorson,22000,a newscaster and editor,Perry,Kansas,KS,J! Archive - Show #7019,3/5/15,1,1
Laura Lorson,11400,a newscaster and editor,Perry,Kansas,KS,J! Archive - Show #7018,3/4/15,3,1
Nic Pereira,7000,a pool and spa maintenance contractor,Guerneville,California,CA,J! Archive - Show #7020,3/6/15,2,0
Dave Perkins,5999,a high school assistant principal,Wenatchee,Washington,WA,J! Archive - Show #7018,3/4/15,2,0
Richmond Curtiss,0,a location coordinator,Palm Springs,California,CA,J! Archive - Show #7015,2/27/15,3,0
Michael Camiel,0,a banker and financial analyst,Lutherville,Maryland,MD,J! Archive - Show #7013,2/25/15,2,0
Shannon Gillard,0,a certified opthalmic assistant,Lake Charles,Louisiana,LA,J! Archive - Show #7012,2/24/15,3,0
Gemma Kaneko,0,a baseball writer originally,Rochester Hills,Michigan,MI,J! Archive - Show #7011,2/23/15,2,0
Sam Osborne,10700,a graphic design student,Lake City,Florida,FL,J! Archive - Show #7009,2/19/15,2,0
Stephanie Engel,100,a children's book managing editor,Douglassville,Pennsylvania,PA,J! Archive - Show #7008,2/18/15,1,0
Stephanie Engel,21199,a children's book managing editor,Douglassville,Pennsylvania,PA,J! Archive - Show #7007,2/17/15,2,1
Jay Singleton,0,a high school government and social studies teacher,Waynesboro,Virginia,VA,J! Archive - Show #7000,2/6/15,3,0
Chris Grinvalds,0,a high school history teacher and coach,Bennington,Nebraska,NE,J! Archive - Show #6999,2/5/15,3,0
Martha Jackson,400,a high school math teacher,Tabor,Iowa,IA,J! Archive - Show #6996,2/2/15,1,0
Amy Schmidt,0,a psychometrician,Doylestown,Pennsylvania,PA,J! Archive - Show #6994,1/29/15,2,0
Sarah Boulding,14000,a market research and intelligence senior coordinator,Rockledge,Florida,FL,J! Archive - Show #6990,1/23/15,3,0
Daniel Grigg,9600,a beer wholesaler,Colorado Springs,Colorado,CO,J! Archive - Show #6988,1/21/15,1,0
Daniel Grigg,12000,a beer wholesaler,Colorado Springs,Colorado,CO,J! Archive - Show #6987,1/20/15,2,1
Christi Esterle,22600,a librarian and stay-at-home mom,Colorado Springs,Colorado,CO,J! Archive - Show #6875,7/4/14,1,0
Christi Esterle,24200,a librarian and stay-at-home mom,Colorado Springs,Colorado,CO,J! Archive - Show #6874,7/3/14,1,1
Christi Esterle,11999,a librarian and stay-at-home mom,Colorado Springs,Colorado,CO,J! Archive - Show #6873,7/2/14,3,1
Leah Turpin,10000,a senior manager of call center operations,Villa Park,Illinois,IL,J! Archive - Show #6986,1/19/15,2,0
Tim Lane,100,a financial services executive,Montvale,New Jersey,NJ,J! Archive - Show #6986,1/19/15,3,0
Patricia Kelvin,11200,an editor of a monthly newspaper,Poland,Ohio,OH,J! Archive - Show #6984,1/15/15,2,1
Rebecca Speas,10000,a theater artist originally,Greensboro,North Carolina,NC,J! Archive - Show #6978,1/7/15,2,0
Alan Hait,19200,an employee benefits consultant,Wilton Manors,Florida,FL,J! Archive - Show #6977,1/6/15,2,0
Thomas Todd,12800,a restaurant manager,Santa Cruz,California,CA,J! Archive - Show #6971,12/29/14,2,0
Ramona Bartos,103,a historic preservation administrator,Fuquay-Varina,North Carolina,NC,J! Archive - Show #6971,12/29/14,3,0
Carly Shevinsky,200,a lab tech,Ramona,California,CA,J! Archive - Show #6966,12/22/14,3,0
David Emery-Peck,600,a development officer,Oberlin,Ohio,OH,J! Archive - Show #6964,12/18/14,2,0
Ryan Pensyl,0,an Army officer originally,Shamokin,Pennsylvania,PA,J! Archive - Show #6961,12/15/14,1,0
Ryan Pensyl,24401,an Army officer originally,Shamokin,Pennsylvania,PA,J! Archive - Show #6960,12/12/14,1,1
Ryan Pensyl,7599,an Army officer originally,Shamokin,Pennsylvania,PA,J! Archive - Show #6959,12/11/14,3,1
Jennifer Gilmore,6800,a yoga teacher and fitness instructor,Menifee,California,CA,J! Archive - Show #6959,12/11/14,2,0
MaryBeth Chmielewski,2399,a purchasing clerk,Westland,Michigan,MI,J! Archive - Show #6957,12/9/14,2,0
Amanda Miller,100,a retail assistant manager originally,Gouverneur,New York,NY,J! Archive - Show #6956,12/8/14,2,0
Mariusz Galczynski,9600,a university lecturer,St. Charles,Illinois,IL,J! Archive - Show #6948,11/26/14,1,0
Mariusz Galczynski,20350,a university lecturer,St. Charles,Illinois,IL,J! Archive - Show #6947,11/25/14,2,1
Doug Perez,10,a database developer,Monrovia,California,CA,J! Archive - Show #6947,11/25/14,1,0
Doug Perez,17000,a database developer,Monrovia,California,CA,J! Archive - Show #6946,11/24/14,3,1
Regina Cabrera,4800,a nonprofit communications director,Monrovia,California,CA,J! Archive - Show #6918,10/15/14,3,1
Regina Cabrera,4800,a nonprofit communications director,Monrovia,California,CA,J! Archive - Show #6918,10/15/14,3,1
Jennifer Healy,5200,a training system manager,Hilliard,Ohio,OH,J! Archive - Show #6946,11/24/14,1,0
Jennifer Healy,17001,a training system manager,Hilliard,Ohio,OH,J! Archive - Show #6935,11/7/14,3,1
Ben Ingram,2399,an IT consultant originally,Florence,South Carolina,SC,J! Archive - Show #6945,11/21/14,1,0
Ben Ingram,25600,an IT consultant originally,Florence,South Carolina,SC,J! Archive - Show #6944,11/20/14,1,1
Ben Ingram,29800,an IT consultant originally,Florence,South Carolina,SC,J! Archive - Show #6943,11/19/14,1,1
Arthur Chu,0,a compliance analyst and voiceover artist,Broadview Heights,Ohio,OH,J! Archive - Show #6793,3/12/14,1,0
Arthur Chu,20000,a compliance analyst and voiceover artist,Broadview Heights,Ohio,OH,J! Archive - Show #6792,3/11/14,1,1
Arthur Chu,16200,a compliance analyst and voiceover artist,Broadview Heights,Ohio,OH,J! Archive - Show #6791,3/10/14,1,1
Arthur Chu,22800,a compliance analyst and voiceover artist,Broadview Heights,Ohio,OH,J! Archive - Show #6785,2/28/14,1,1
Arthur Chu,58200,a compliance analyst and voiceover artist,Broadview Heights,Ohio,OH,J! Archive - Show #6784,2/27/14,1,1
Arthur Chu,22000,a compliance analyst and voiceover artist,Broadview Heights,Ohio,OH,J! Archive - Show #6783,2/26/14,1,1
Arthur Chu,34400,a compliance analyst and voiceover artist,Broadview Heights,Ohio,OH,J! Archive - Show #6782,2/25/14,1,1
Arthur Chu,20800,a compliance analyst and voiceover artist,Broadview Heights,Ohio,OH,J! Archive - Show #6781,2/24/14,1,1
Julia Collins,5600,a 20-time Jeopardy! champion,Kenilworth,Illinois,IL,J! Archive - Show #6945,11/21/14,3,1
Julia Collins,6400,a 20-time Jeopardy! champion,Kenilworth,Illinois,IL,J! Archive - Show #6944,11/20/14,3,0
Julia Collins,16500,a 20-time Jeopardy! champion,Kenilworth,Illinois,IL,J! Archive - Show #6941,11/17/14,3,1
Julia Collins,9100,a 20-time Jeopardy! champion,Kenilworth,Illinois,IL,J! Archive - Show #6938,11/12/14,1,0
Julia Collins,0,a supply chain professional,Kenilworth,Illinois,IL,J! Archive - Show #6851,6/2/14,1,0
Julia Collins,18100,a supply chain professional,Kenilworth,Illinois,IL,J! Archive - Show #6850,5/30/14,1,1
Julia Collins,18400,a supply chain professional,Kenilworth,Illinois,IL,J! Archive - Show #6849,5/29/14,1,1
Julia Collins,18900,a supply chain professional,Kenilworth,Illinois,IL,J! Archive - Show #6848,5/28/14,1,1
Julia Collins,35000,a supply chain professional,Kenilworth,Illinois,IL,J! Archive - Show #6847,5/27/14,1,1
Julia Collins,22800,a supply chain professional,Kenilworth,Illinois,IL,J! Archive - Show #6846,5/26/14,1,1
Julia Collins,30800,a supply chain professional,Kenilworth,Illinois,IL,J! Archive - Show #6845,5/23/14,1,1
Julia Collins,22690,a supply chain professional,Kenilworth,Illinois,IL,J! Archive - Show #6844,5/22/14,1,1
Julia Collins,15800,a supply chain professional,Kenilworth,Illinois,IL,J! Archive - Show #6843,5/21/14,1,1
Julia Collins,14300,a supply chain professional,Kenilworth,Illinois,IL,J! Archive - Show #6842,5/20/14,1,1
Julia Collins,10700,a supply chain professional,Kenilworth,Illinois,IL,J! Archive - Show #6841,5/19/14,1,1
Julia Collins,21900,a supply chain professional,Kenilworth,Illinois,IL,J! Archive - Show #6830,5/2/14,1,1
