full_name,final_score,occupation,city,state,state_id,archive_info,date,dt_indx,winner_flg
Thad McCollum,2400,a door person,Orlando,Florida,FL,J! Archive - Show #6795,3/14/14,2,1
Jason Lai,5399,a financial risk consultant,Duluth,Georgia,GA,J! Archive - Show #7982,4/30/19,2,0
Robin Falco,3300,a nonprofit administrator,King of Prussia,Pennsylvania,PA,J! Archive - Show #7980,4/26/19,3,0
Rex Moroux,15500,a commercial real estate broker,Lafayette,Louisiana,LA,J! Archive - Show #7746,4/23/18,3,0
Nicole Cocklin,7600,a travel agent,Fort Wayne,Indiana,IN,J! Archive - Show #7883,12/12/18,1,0
Nicole Cocklin,20001,a travel agent,Fort Wayne,Indiana,IN,J! Archive - Show #7882,12/11/18,2,1
Steve Garbacz,0,a newspaper editor and reporter,Fort Wayne,Indiana,IN,J! Archive - Show #7676,1/15/18,2,0
Frank Lang,8799,an utility locator,Mesa,Arizona,AZ,J! Archive - Show #7698,2/14/18,1,0
Frank Lang,22999,an utility locator,Mesa,Arizona,AZ,J! Archive - Show #7697,2/13/18,2,1
Kevin Bohannon,12400,a cell biologist,Ann Arbor,Michigan,MI,J! Archive - Show #7971,4/15/19,2,0
Tanya Obreiter,3400,a cell biologist,Frederick,Maryland,MD,J! Archive - Show #7538,5/24/17,1,0
Tanya Obreiter,28405,a cell biologist,Frederick,Maryland,MD,J! Archive - Show #7537,5/23/17,1,1
Tanya Obreiter,34805,a cell biologist,Frederick,Maryland,MD,J! Archive - Show #7536,5/22/17,3,1
Amy Pistone,798,a graduate student instructor,Ann Arbor,Michigan,MI,J! Archive - Show #7371,10/3/16,2,0
Pamela Stewart,3599,an art historian and college professor,Ann Arbor,Michigan,MI,J! Archive - Show #7278,4/13/16,2,0
Sarah McNitt,500,a study-abroad advisor originally,Ann Arbor,Michigan,MI,J! Archive - Show #6939,11/13/14,3,1
Diana Peloquin,3,a graduate student of law and social work,Ann Arbor,Michigan,MI,J! Archive - Show #6794,3/13/14,1,0
Diana Peloquin,15700,a graduate student of law and social work,Ann Arbor,Michigan,MI,J! Archive - Show #6793,3/12/14,3,1
Gabby McGregor,4500,a public affairs manager,Reno,Nevada,NV,J! Archive - Show #7975,4/19/19,3,0
Lorelle Anderson,10700,a law librarian,Sanford,Florida,FL,J! Archive - Show #7973,4/17/19,3,0
Katie Grosteffon,0,an ergonomist,Lexington,Kentucky,KY,J! Archive - Show #7972,4/16/19,3,0
Claire Bishop,19201,a high school Latin teacher,Lexington,Kentucky,KY,J! Archive - Show #7765,5/18/18,1,0
Claire Bishop,1400,a high school Latin teacher,Lexington,Kentucky,KY,J! Archive - Show #7764,5/17/18,1,0
Claire Bishop,31801,a high school Latin teacher,Lexington,Kentucky,KY,J! Archive - Show #7762,5/15/18,3,1
Claire Bishop,13800,a high school Latin teacher,Lexington,Kentucky,KY,J! Archive - Show #7756,5/7/18,1,0
Eric Hack,5900,a high school Latin teacher,Cape Charles,Virginia,VA,J! Archive - Show #7002,2/10/15,3,0
Eric Hack,17800,a high school Latin teacher,Cape Charles,Virginia,VA,J! Archive - Show #6998,2/4/15,2,1
Ravi Subramanian,16399,a curriculum designer originally,Lexington,Kentucky,KY,J! Archive - Show #7008,2/18/15,3,1
Joshua Qualls,16000,a theoretical physicist,Lexington,Kentucky,KY,J! Archive - Show #6983,1/14/15,2,0
Ali Filipowicz,14801,a homemaker,Alexandria,Virginia,VA,J! Archive - Show #7970,4/12/19,2,0
Valerie Braun,6500,a homemaker,Cincinnati,Ohio,OH,J! Archive - Show #7059,4/30/15,2,0
Maren Beazer,1,a homemaker,Erda,Utah,UT,J! Archive - Show #7506,4/10/17,3,0
Georjean McKeeman,15990,a homemaker,Prescott,Arizona,AZ,J! Archive - Show #7396,11/7/16,2,1
Roberta Chapman,5,a tour guide,Alexandria,Virginia,VA,J! Archive - Show #7961,4/1/19,2,0
David Rigsby,6800,a Social Security Administration attorney,Alexandria,Virginia,VA,J! Archive - Show #7516,4/24/17,1,0
David Rigsby,8200,a Social Security Administration attorney,Alexandria,Virginia,VA,J! Archive - Show #7515,4/21/17,2,1
Ashley Wilson,0,an organization development consultant,Alexandria,Virginia,VA,J! Archive - Show #7206,1/4/16,1,0
Ashley Wilson,0,an organization development consultant,Alexandria,Virginia,VA,J! Archive - Show #7206,1/4/16,1,0
Ashley Wilson,30801,an organization development consultant,Alexandria,Virginia,VA,J! Archive - Show #7205,1/1/16,1,1
Ashley Wilson,21601,an organization development consultant,Alexandria,Virginia,VA,J! Archive - Show #7204,12/31/15,3,1
Ashley Wilson,0,an organization development consultant,Alexandria,Virginia,VA,J! Archive - Show #7202,12/29/15,2,1
Becky Hammer,16499,an environmental lawyer,Alexandria,Virginia,VA,J! Archive - Show #7048,4/15/15,3,0
Anneke Garcia,0,an instructional design consultant,Salt Lake City,Utah,UT,J! Archive - Show #7908,1/16/19,1,0
Anneke Garcia,39995,an instructional design consultant,Salt Lake City,Utah,UT,J! Archive - Show #7907,1/15/19,1,1
Anneke Garcia,26801,an instructional design consultant,Salt Lake City,Utah,UT,J! Archive - Show #7906,1/14/19,1,1
Anneke Garcia,25601,an instructional design consultant,Salt Lake City,Utah,UT,J! Archive - Show #7904,1/10/19,3,1
Ariana Mikulski,7100,an associate teaching professor,State College,Pennsylvania,PA,J! Archive - Show #7967,4/9/19,2,0
Rebecca Zoshak,8399,a language specialist,State College,Pennsylvania,PA,J! Archive - Show #7724,3/22/18,1,0
Rebecca Zoshak,14407,a language specialist,State College,Pennsylvania,PA,J! Archive - Show #7723,3/21/18,2,1
Rebecca Zoshak,25,a language specialist,State College,Pennsylvania,PA,J! Archive - Show #7674,1/11/18,3,0
Therese Jones,3600,a space policy analyst originally,State College,Pennsylvania,PA,J! Archive - Show #7250,3/4/16,2,0
Nicholas Bérubé,6600,an architect originally,State College,Pennsylvania,PA,J! Archive - Show #6987,1/20/15,1,0
Nicholas Bérubé,12800,an architect originally,State College,Pennsylvania,PA,J! Archive - Show #6986,1/19/15,1,1
Nicholas Bérubé,6800,an architect originally,State College,Pennsylvania,PA,J! Archive - Show #6985,1/16/15,3,1
Sameer Rai,12801,a freelancer,Los Altos,California,CA,J! Archive - Show #7967,4/9/19,3,0
William Scott,16801,a freshman at Tufts University,Los Altos,California,CA,J! Archive - Show #7745,4/20/18,1,0
William Scott,0,a freshman at Tufts University,Los Altos,California,CA,J! Archive - Show #7744,4/19/18,1,0
William Scott,43601,a freshman at Tufts University,Los Altos,California,CA,J! Archive - Show #7741,4/16/18,2,1
William Scott,19999,a freshman at Tufts University,Los Altos,California,CA,J! Archive - Show #7738,4/11/18,2,0
Maryanne Mowen,10000,an accounting professor,Santa Fe,New Mexico,NM,J! Archive - Show #7966,4/8/19,2,0
Gail Ansheles,0,a kindergarten teacher,Santa Fe,New Mexico,NM,J! Archive - Show #7531,5/15/17,1,0
Gail Ansheles,15800,a kindergarten teacher,Santa Fe,New Mexico,NM,J! Archive - Show #7526,5/8/17,1,1
Wren Allen,-2200,a botanical artist,Santa Fe,New Mexico,NM,J! Archive - Show #7431,12/26/16,2,0
Alex Koral,20000,a regulatory research counsel,Boulder,Colorado,CO,J! Archive - Show #7964,4/4/19,1,0
Justin Bender,8799,a technical engineer,Boulder,Colorado,CO,J! Archive - Show #7414,12/1/16,1,0
Justin Bender,21601,a technical engineer,Boulder,Colorado,CO,J! Archive - Show #7413,11/30/16,1,1
Justin Bender,20001,a technical engineer,Boulder,Colorado,CO,J! Archive - Show #7412,11/29/16,1,1
Justin Bender,1199,a technical engineer,Boulder,Colorado,CO,J! Archive - Show #7411,11/28/16,1,1
Justin Bender,19600,a technical engineer,Boulder,Colorado,CO,J! Archive - Show #7410,11/25/16,3,1
Megan Casey,14801,a mechanical engineer,Boulder,Colorado,CO,J! Archive - Show #7094,6/18/15,3,0
Jon Lubbers,16799,a mechanical engineer,Lafayette,Colorado,CO,J! Archive - Show #7188,12/9/15,3,0
Jordan Garroway,1200,a mechanical engineer,Rochester,New York,NY,J! Archive - Show #7657,12/19/17,3,0
Amy Kroll,5200,a quality control specialist,Rockville,Maryland,MD,J! Archive - Show #7958,3/27/19,2,0
Sarah Walsh,0,a children’s librarian,Rockville,Maryland,MD,J! Archive - Show #7663,12/27/17,3,0
Remy Timbrook,9300,a children’s librarian,Oakland,California,CA,J! Archive - Show #7658,12/20/17,2,1
Jonathan Lindeen,0,a senior finance manager,Denver,Colorado,CO,J! Archive - Show #7955,3/22/19,1,0
Jonathan Lindeen,22001,a senior finance manager,Denver,Colorado,CO,J! Archive - Show #7953,3/20/19,2,1
Jonathan Lindeen,22001,a senior finance manager,Denver,Colorado,CO,J! Archive - Show #7953,3/20/19,2,1
Kelsey Barcomb,10000,a biomedical scientist,Denver,Colorado,CO,J! Archive - Show #7911,1/21/19,2,0
Josh Demby,17000,a real estate agent,Denver,Colorado,CO,J! Archive - Show #7886,12/17/18,3,0
Jason Downer,7000,a real estate agent,Anthem,Arizona,AZ,J! Archive - Show #7782,6/12/18,3,0
Adam Manning,1,a senior sales manager,Denver,Colorado,CO,J! Archive - Show #7784,6/14/18,2,0
Tara Yack,5400,a structural engineer,Denver,Colorado,CO,J! Archive - Show #7768,5/23/18,3,0
Ben Foley,4400,a structural engineer,New Orleans,Louisiana,LA,J! Archive - Show #7327,6/21/16,2,0
Vicki Cole,0,a compliance technician,Denver,Colorado,CO,J! Archive - Show #7726,3/26/18,2,1
Jon Groubert,9999,a former attorney,Denver,Colorado,CO,J! Archive - Show #7542,5/30/17,1,0
Jon Groubert,35200,a former attorney,Denver,Colorado,CO,J! Archive - Show #7541,5/29/17,1,1
Jon Groubert,18590,a former attorney,Denver,Colorado,CO,J! Archive - Show #7540,5/26/17,1,1
Jon Groubert,22401,a former attorney,Denver,Colorado,CO,J! Archive - Show #7539,5/25/17,3,1
Lee Barrow,13600,a history and economics teacher,Denver,Colorado,CO,J! Archive - Show #7509,4/13/17,2,0
Andrea Keppers,11200,a history educator,Denver,Colorado,CO,J! Archive - Show #7447,1/17/17,2,0
Zane Dowty,2200,a pharmacist,Denver,Colorado,CO,J! Archive - Show #7322,6/14/16,3,0
Traci Clark,26800,a pharmacist,Pembroke Pines,Florida,FL,J! Archive - Show #7847,10/23/18,2,0
Traci Clark,26800,a pharmacist,Pembroke Pines,Florida,FL,J! Archive - Show #7847,10/23/18,2,0
Shannon Hindahl,16100,a pharmacist,Collinsville,Illinois,IL,J! Archive - Show #7581,7/24/17,3,0
Erin Saelzler,5000,a pharmacist,Oregon,Ohio,OH,J! Archive - Show #7119,7/23/15,2,0
Cindy Summers,-800,a pharmacist,Clarksville,Tennessee,TN,J! Archive - Show #6857,6/10/14,2,0
Pat Woodard,16200,a journalist and documentary producer,Denver,Colorado,CO,J! Archive - Show #7240,2/19/16,3,0
Colby Potter,8397,a policy analyst originally,Denver,Colorado,CO,J! Archive - Show #7124,7/30/15,1,1
Colby Potter,200,a policy analyst originally,Denver,Colorado,CO,J! Archive - Show #7123,7/29/15,3,1
Julio Trujillo,9100,a substitute teacher,Denver,Colorado,CO,J! Archive - Show #7037,3/31/15,3,0
Ramona Riddles,0,a substitute teacher,Fullerton,California,CA,J! Archive - Show #7236,2/15/16,2,0
Sally Sheinberg,600,a substitute teacher,Palmdale,California,CA,J! Archive - Show #6875,7/4/14,3,0
Andrea Keleher,1400,a medical records coder,Denver,Colorado,CO,J! Archive - Show #7029,3/19/15,1,0
Andrea Keleher,18605,a medical records coder,Denver,Colorado,CO,J! Archive - Show #7028,3/18/15,3,1
Jeff Trojan,0,a marketing executive,Marina del Rey,California,CA,J! Archive - Show #7955,3/22/19,2,0
Lindsey Shultz,5,a physician and healthcare analyst,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7953,3/20/19,1,0
Lindsey Shultz,5,a physician and healthcare analyst,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7953,3/20/19,1,0
Lindsey Shultz,21400,a physician and healthcare analyst,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7952,3/19/19,1,1
Lindsey Shultz,24401,a physician and healthcare analyst,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7951,3/18/19,1,1
Lindsey Shultz,20000,a physician and healthcare analyst,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7950,3/15/19,1,1
Lindsey Shultz,35201,a physician and healthcare analyst,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7949,3/14/19,2,1
Dave Leffler,0,a retired police officer,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7880,12/7/18,1,0
Dave Leffler,18900,a retired police officer,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7879,12/6/18,1,1
Dave Leffler,27601,a retired police officer,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7878,12/5/18,1,1
Dave Leffler,19800,a retired police officer,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7877,12/4/18,1,1
Dave Leffler,33801,a retired police officer,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7876,12/3/18,2,1
Henry Ayoola,1100,a Ph.D. student,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7666,1/1/18,1,0
Henry Ayoola,14800,a Ph.D. student,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7665,12/29/17,2,1
Pranjal Vachaspati,12200,a Ph.D. student,Urbana,Illinois,IL,J! Archive - Show #7633,11/15/17,2,0
Pranjal Vachaspati,16401,a Ph.D. student,Urbana,Illinois,IL,J! Archive - Show #7626,11/6/17,3,0
David Gatewood,2400,a Ph.D. student,Knoxville,Tennessee,TN,J! Archive - Show #7505,4/7/17,1,0
David Gatewood,21600,a Ph.D. student,Knoxville,Tennessee,TN,J! Archive - Show #7504,4/6/17,2,1
Katie Pieper,16399,a Ph.D. student,Athens,Georgia,GA,J! Archive - Show #7341,7/11/16,3,0
Sarah Flamini,5,an author and administrative assistant,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7375,10/7/16,1,0
Sarah Flamini,21800,an author and administrative assistant,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7374,10/6/16,3,1
Jessica Kiefer,1200,a reference librarian,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7263,3/23/16,3,0
Brent Povis,13601,a board game designer,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7252,3/8/16,1,0
Brent Povis,24789,a board game designer,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7251,3/7/16,3,1
Liz Quesnelle,0,a retail store owner,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7197,12/22/15,1,0
Liz Quesnelle,20001,a retail store owner,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7196,12/21/15,1,1
Julia Novakovic,10002,an archivist originally,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7146,10/12/15,2,0
Hannah Gage,0,an archivist originally,Newport,Oregon,OR,J! Archive - Show #7279,4/14/16,2,0
Leslie Gordon,19199,a market research analyst originally,Pittsburgh,Pennsylvania,PA,J! Archive - Show #7016,3/2/15,3,0
Bren Inman,6300,a store manager,Puyallup,Washington,WA,J! Archive - Show #7952,3/19/19,2,0
Lauren Owen,-200,a director of analytics,Littleton,Colorado,CO,J! Archive - Show #7951,3/18/19,2,0
Lonnie Weis,3995,a creative director,Littleton,Colorado,CO,J! Archive - Show #7857,11/6/18,2,0
Michael Buss,1,a creative director,Tiburon,California,CA,J! Archive - Show #7076,5/25/15,2,0
Brad Stylman,16001,a health safety professional,Jersey City,New Jersey,NJ,J! Archive - Show #7950,3/15/19,2,0
Jonathan Lau,3500,an actuarial consultant,Jersey City,New Jersey,NJ,J! Archive - Show #7823,9/19/18,2,0
Alex Schindele,4000,an investment analyst,Jersey City,New Jersey,NJ,J! Archive - Show #7682,1/23/18,2,0
Zach Dark,17201,an investment analyst,Hoover,Alabama,AL,J! Archive - Show #7718,3/14/18,1,0
Zach Dark,19201,an investment analyst,Hoover,Alabama,AL,J! Archive - Show #7717,3/13/18,1,1
Zach Dark,29000,an investment analyst,Hoover,Alabama,AL,J! Archive - Show #7716,3/12/18,3,1
Barbara Gao,15600,an investment analyst,Chandler,Arizona,AZ,J! Archive - Show #7133,9/23/15,3,0
Yi Deng,8700,a subrights assistant,Jersey City,New Jersey,NJ,J! Archive - Show #7416,12/5/16,2,0
Ben Zimmer,18800,a linguist and language columnist,Jersey City,New Jersey,NJ,J! Archive - Show #6871,6/30/14,3,0
Bianca Ligon,5,a history professor,Baltimore,Maryland,MD,J! Archive - Show #7950,3/15/19,3,0
Kevin Butterfield,1300,a history professor,Norman,Oklahoma,OK,J! Archive - Show #7128,9/16/15,3,0
Stephanie Jass,15600,a history professor,Milan,Michigan,MI,J! Archive - Show #6807,4/1/14,3,0
Deb Seltzer,2,a grants manager,Baltimore,Maryland,MD,J! Archive - Show #7789,6/21/18,3,0
Lena Liberman,2802,a content editor,Baltimore,Maryland,MD,J! Archive - Show #7502,4/4/17,3,0
Catherine Kruchten,7999,an informal educator,Baltimore,Maryland,MD,J! Archive - Show #7276,4/11/16,3,0
Adam Antoszewski,0,a junior at the University of Virginia,Baltimore,Maryland,MD,J! Archive - Show #7226,2/1/16,1,0
Jill Rowley,6800,a flight attendant,Baltimore,Maryland,MD,J! Archive - Show #6872,7/1/14,1,1
Jill Rowley,31601,a flight attendant,Baltimore,Maryland,MD,J! Archive - Show #6871,6/30/14,1,1
Jill Rowley,12201,a flight attendant,Baltimore,Maryland,MD,J! Archive - Show #6870,6/27/14,2,1
Anne Cushman,1,a flight attendant,Denton,Texas,TX,J! Archive - Show #7887,12/18/18,3,0
Derrick Shivar,300,an environmental compliance manager,Baltimore,Maryland,MD,J! Archive - Show #6813,4/9/14,1,0
Derrick Shivar,22800,an environmental compliance manager,Baltimore,Maryland,MD,J! Archive - Show #6812,4/8/14,3,1
Simone Chavoor,1100,a media consultant,Oakland,California,CA,J! Archive - Show #6846,5/26/14,2,0
Elaine Wilson,12800,a layout artist,Manassas,Virginia,VA,J! Archive - Show #7947,3/12/19,1,1
Elaine Wilson,15100,a layout artist,Manassas,Virginia,VA,J! Archive - Show #7946,3/11/19,2,1
Evan Sroka,1400,a strategy and business development executive,Santa Monica,California,CA,J! Archive - Show #7947,3/12/19,2,0
Scott Lord,6200,a construction attorney,Santa Monica,California,CA,J! Archive - Show #7170,11/13/15,2,0
Scott Lord,0,a construction attorney,Santa Monica,California,CA,J! Archive - Show #7121,7/27/15,1,0
Scott Lord,14600,a construction attorney,Santa Monica,California,CA,J! Archive - Show #7120,7/24/15,1,1
Scott Lord,20001,a construction attorney,Santa Monica,California,CA,J! Archive - Show #7119,7/23/15,1,1
Scott Lord,18000,a construction attorney,Santa Monica,California,CA,J! Archive - Show #7118,7/22/15,1,1
Scott Lord,26400,a construction attorney,Santa Monica,California,CA,J! Archive - Show #7117,7/21/15,1,1
Scott Lord,29001,a construction attorney,Santa Monica,California,CA,J! Archive - Show #7116,7/20/15,2,1
Kristin Philips,20500,a college program administrator,Mountlake Terrace,Washington,WA,J! Archive - Show #7944,3/7/19,2,0
Aaron Lichtig,13300,a growth marketer,Silver Spring,Maryland,MD,J! Archive - Show #7915,1/25/19,1,0
Aaron Lichtig,14401,a growth marketer,Silver Spring,Maryland,MD,J! Archive - Show #7914,1/24/19,2,1
Trisha Eustaquio,26799,a biomedical engineer,Silver Spring,Maryland,MD,J! Archive - Show #7888,12/19/18,3,0
Alain Norman,1400,a foreign service officer,Silver Spring,Maryland,MD,J! Archive - Show #7443,1/11/17,3,0
Scott Simpson,19999,a foreign service officer,Reston,Virginia,VA,J! Archive - Show #7572,7/11/17,2,0
Stephanie Snyder,600,a program manager,Silver Spring,Maryland,MD,J! Archive - Show #7419,12/8/16,2,0
David Zimand,14200,an elementary school administrator,Silver Spring,Maryland,MD,J! Archive - Show #7036,3/30/15,2,0
Bert Ifill,15700,a semi-retired educator,Silver Spring,Maryland,MD,J! Archive - Show #6966,12/22/14,2,0
John Ogden,15601,a communications executive,Silver Spring,Maryland,MD,J! Archive - Show #6828,4/30/14,3,0
Nora Rowaily,1199,a scoring director,Cincinnati,Ohio,OH,J! Archive - Show #7504,4/6/17,1,0
Nora Rowaily,23600,a scoring director,Cincinnati,Ohio,OH,J! Archive - Show #7503,4/5/17,3,1
Alex Maggio,1198,a writer originally,Cincinnati,Ohio,OH,J! Archive - Show #7190,12/11/15,1,0
Alex Maggio,23100,a writer originally,Cincinnati,Ohio,OH,J! Archive - Show #7189,12/10/15,1,1
Alex Maggio,25201,a writer originally,Cincinnati,Ohio,OH,J! Archive - Show #7188,12/9/15,1,1
Alex Maggio,15100,a writer originally,Cincinnati,Ohio,OH,J! Archive - Show #7187,12/8/15,2,1
Alysha Rooks,1600,a writer originally,New Orleans,Louisiana,LA,J! Archive - Show #6963,12/17/14,1,0
Alysha Rooks,11412,a writer originally,New Orleans,Louisiana,LA,J! Archive - Show #6962,12/16/14,1,1
Alysha Rooks,18412,a writer originally,New Orleans,Louisiana,LA,J! Archive - Show #6961,12/15/14,2,1
Fritz Brantley,6399,a writer originally,Little Rock,Arkansas,AR,J! Archive - Show #7071,5/18/15,3,1
Erik Siwak,4700,a writer originally,Detroit,Michigan,MI,J! Archive - Show #7105,7/3/15,3,0
Lincoln Hamilton,12601,a writer originally,Irving,Texas,TX,J! Archive - Show #7315,6/3/16,2,0
Alex Irvine,4399,a writer originally,Ypsilanti,Michigan,MI,J! Archive - Show #7104,7/2/15,1,0
Alex Irvine,26000,a writer originally,Ypsilanti,Michigan,MI,J! Archive - Show #7103,7/1/15,3,1
Olivia Woods,2000,a 12-year-old,Cincinnati,Ohio,OH,J! Archive - Show #6954,12/4/14,3,0
Victoria Agrinya,0,a 12-year-old,Woodbridge,Virginia,VA,J! Archive - Show #6951,12/1/14,1,0
Zane Ice,29203,a 12-year-old,West Palm Beach,Florida,FL,J! Archive - Show #6954,12/4/14,1,1
Courtney Jones,9202,a 12-year-old,Largo,Maryland,MD,J! Archive - Show #6954,12/4/14,2,0
Will Harter,800,a 12-year-old,Park Ridge,Illinois,IL,J! Archive - Show #6951,12/1/14,2,0
Devin Baker,8800,a government secretary,Cincinnati,Ohio,OH,J! Archive - Show #6816,4/14/14,3,0
Elizabeth Scott-Jones,100,a budget analyst,Riverside,California,CA,J! Archive - Show #6979,1/8/15,2,0
 Pam Mueller,8000,a think tank researcher,Culver City,California,CA,J! Archive - Show #7941,3/4/19,3,0
Julia Collins,15600,an administrator of a female-centric website,Wilmette,Illinois,IL,J! Archive - Show #7936,2/25/19,1,1
Ben Ingram,15600,a business technology integration consultant,Lake Wylie,South Carolina,SC,J! Archive - Show #7936,2/25/19,3,1
 David Madden,8400,an academic competition director,Ridgewood,New Jersey,NJ,J! Archive - Show #7933,2/20/19,1,1
Rebecca Rosenthal,43600,a sophomore at Swarthmore College,Ridgewood,New Jersey,NJ,J! Archive - Show #7741,4/16/18,1,0
Rebecca Rosenthal,26000,a sophomore at Swarthmore College,Ridgewood,New Jersey,NJ,J! Archive - Show #7739,4/12/18,2,1
 Larissa Kelly,8400,an editor for academic competitions,Richmond,California,CA,J! Archive - Show #7933,2/20/19,2,1
Larissa Kelly,14799,an editor for academic competitions,Richmond,California,CA,J! Archive - Show #6808,4/2/14,2,0
Rachel Fabi,5600,a professor of public health and bioethics,Syracuse,New York,NY,J! Archive - Show #7932,2/19/19,1,0
Rachel Fabi,8400,a professor of public health and bioethics,Syracuse,New York,NY,J! Archive - Show #7931,2/18/19,2,1
Josh McIlvain,0,a home health aide,Syracuse,New York,NY,J! Archive - Show #6781,2/24/14,3,0
Eric R. Backes,6199,an attorney and government relations professional,Round Rock,Texas,TX,J! Archive - Show #7930,2/15/19,1,0
Eric R. Backes,14401,an attorney and government relations professional,Round Rock,Texas,TX,J! Archive - Show #7929,2/14/19,1,1
Eric R. Backes,14300,an attorney and government relations professional,Round Rock,Texas,TX,J! Archive - Show #7928,2/13/19,1,1
Eric R. Backes,28900,an attorney and government relations professional,Round Rock,Texas,TX,J! Archive - Show #7927,2/12/19,1,1
Eric R. Backes,48001,an attorney and government relations professional,Round Rock,Texas,TX,J! Archive - Show #7926,2/11/19,3,1
Sanjiv Sarwate,11401,a trademark attorney,Round Rock,Texas,TX,J! Archive - Show #7290,4/29/16,2,0
Darin Brown,0,a trademark attorney,Louisville,Colorado,CO,J! Archive - Show #7180,11/27/15,2,0
LaWanda London,10600,a library assistant,Round Rock,Texas,TX,J! Archive - Show #6830,5/2/14,2,0
Marion Montgomery,7900,a library assistant,Huntsville,Alabama,AL,J! Archive - Show #7460,2/3/17,3,0
Emma Florio,7800,a library assistant,Hoffman Estates,Illinois,IL,J! Archive - Show #7516,4/24/17,2,0
Victoria Machado,7600,a library assistant,Burlingame,California,CA,J! Archive - Show #7081,6/1/15,3,1
Mark Smith,6000,an environmental scientist,Salem,Ohio,OH,J! Archive - Show #7930,2/15/19,3,0
Susie Highley,2600,an education consultant,McCordsville,Indiana,IN,J! Archive - Show #7928,2/13/19,2,0
Ellen Clark,10401,a sales support specialist,Virginia Beach,Virginia,VA,J! Archive - Show #7927,2/12/19,3,0
Doug Hartman,0,a consulting engineer,Virginia Beach,Virginia,VA,J! Archive - Show #7385,10/21/16,1,0
Doug Hartman,12400,a consulting engineer,Virginia Beach,Virginia,VA,J! Archive - Show #7384,10/20/16,2,1
Chris Giglio,26800,a Naval officer,Virginia Beach,Virginia,VA,J! Archive - Show #7245,2/26/16,1,0
Chris Giglio,25800,a Naval officer,Virginia Beach,Virginia,VA,J! Archive - Show #7244,2/25/16,3,1
Manny Abell,2000,a Naval officer,Lacey,Washington,WA,J! Archive - Show #7613,10/18/17,1,0
Manny Abell,1,a Naval officer,Lacey,Washington,WA,J! Archive - Show #7612,10/17/17,1,1
Manny Abell,25599,a Naval officer,Lacey,Washington,WA,J! Archive - Show #7611,10/16/17,1,1
Manny Abell,17199,a Naval officer,Lacey,Washington,WA,J! Archive - Show #7610,10/13/17,2,1
Brandon Beckler,6799,a Naval officer,Honolulu,Hawaii,HI,J! Archive - Show #7465,2/10/17,3,0
Karen Bascom Lambiotte,14000,a science writer,Vicksburg,Mississippi,MS,J! Archive - Show #7926,2/11/19,2,0
Rebecca Nowack,7000,a government contractor,Leawood,Kansas,KS,J! Archive - Show #7925,2/8/19,3,0
Trevor Schultz,22200,a government contractor,Goodyear,Arizona,AZ,J! Archive - Show #7566,7/3/17,2,0
Terrie Vasilopoulos,8200,an assistant professor,Gainesville,Florida,FL,J! Archive - Show #7869,11/22/18,2,0
Andrew Pau,28001,an assistant professor,Amherst,Ohio,OH,J! Archive - Show #7286,4/25/16,1,0
Andrew Pau,34001,an assistant professor,Amherst,Ohio,OH,J! Archive - Show #7285,4/22/16,1,1
Andrew Pau,12399,an assistant professor,Amherst,Ohio,OH,J! Archive - Show #7284,4/21/16,1,1
Andrew Pau,18600,an assistant professor,Amherst,Ohio,OH,J! Archive - Show #7283,4/20/16,1,1
Andrew Pau,40000,an assistant professor,Amherst,Ohio,OH,J! Archive - Show #7282,4/19/16,1,1
Andrew Pau,32801,an assistant professor,Amherst,Ohio,OH,J! Archive - Show #7281,4/18/16,1,1
Andrew Pau,32401,an assistant professor,Amherst,Ohio,OH,J! Archive - Show #7280,4/15/16,2,1
Shane Curtis,0,an assistant professor,Lansing,Kansas,KS,J! Archive - Show #6918,10/15/14,1,0
Shane Curtis,0,an assistant professor,Lansing,Kansas,KS,J! Archive - Show #6918,10/15/14,1,0
Shane Curtis,18000,an assistant professor,Lansing,Kansas,KS,J! Archive - Show #6917,10/14/14,1,1
Shane Curtis,5600,an assistant professor,Lansing,Kansas,KS,J! Archive - Show #6916,10/13/14,1,1
Shane Curtis,18401,an assistant professor,Lansing,Kansas,KS,J! Archive - Show #6915,10/10/14,3,1
